FirstDateOfWeek,LastDateOfWeek,MMWRweek,MMWRyear,Disease,Place_name,Cases,Cases_Label,ReportWeekBegin,ReportWeekEnd,ReportWeek,ReportYear,RunDate
2022-02-13,2022-02-19,7,2022,Haemophilus influenzae,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-13,2022-02-19,7,2022,Lyme disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-13,2022-02-19,7,2022,Salmonellosis,Oregon,6,6,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-13,2022-02-19,7,2022,Tuberculosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-13,2022-02-19,7,2022,Vibriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-13,2022-02-19,7,2022,West Nile virus,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-20,2022-02-26,8,2022,Adult lead poisoning,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-20,2022-02-26,8,2022,Coccidioidomycosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-20,2022-02-26,8,2022,Cryptococcosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-20,2022-02-26,8,2022,E. coli (STEC),Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-20,2022-02-26,8,2022,Hepatitis B (chronic),Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-13,2022-11-19,46,2022,Coccidioidomycosis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-13,2022-11-19,46,2022,Cryptococcosis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-13,2022-11-19,46,2022,Haemophilus influenzae,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-13,2022-11-19,46,2022,Hepatitis B (chronic),Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-13,2022-11-19,46,2022,Hepatitis C (acute),Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-13,2022-11-19,46,2022,Lyme disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-13,2022-11-19,46,2022,Meningococcal disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-13,2022-11-19,46,2022,Salmonellosis,Oregon,9,9,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-13,2022-11-19,46,2022,Shigellosis,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-13,2022-11-19,46,2022,Tuberculosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-13,2022-11-19,46,2022,West Nile virus,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-20,2022-11-26,47,2022,Adult lead poisoning,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-20,2022-11-26,47,2022,Cryptococcosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-20,2022-11-26,47,2022,E. coli (STEC),Oregon,7,7,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-20,2022-11-26,47,2022,Hepatitis B (chronic),Oregon,8,8,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-20,2022-11-26,47,2022,Hepatitis C (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-20,2022-11-26,47,2022,Lyme disease,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-20,2022-11-26,47,2022,Meningococcal disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-20,2022-11-26,47,2022,Salmonellosis,Oregon,12,12,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-20,2022-11-26,47,2022,Shigellosis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-20,2022-11-26,47,2022,Tuberculosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-20,2022-11-26,47,2022,West Nile virus,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-27,2022-12-03,48,2022,Chlamydia,Oregon,255,255,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-27,2022-12-03,48,2022,Congenital syphilis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-27,2022-12-03,48,2022,E. coli (STEC),Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-27,2022-12-03,48,2022,Early syphilis,Oregon,27,27,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-27,2022-12-03,48,2022,Hepatitis B (chronic),Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-27,2022-12-03,48,2022,Hepatitis C (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-27,2022-12-03,48,2022,Hepatitis C (chronic),Oregon,46,46,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-27,2022-12-03,48,2022,HUS,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-27,2022-12-03,48,2022,Listeriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-27,2022-12-03,48,2022,Malaria,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-27,2022-12-03,48,2022,Measles,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-27,2022-12-03,48,2022,Meningococcal disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-27,2022-12-03,48,2022,Shigellosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-04,2022-12-10,49,2022,Campylobacteriosis,Oregon,25,25,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-04,2022-12-10,49,2022,Chlamydia,Oregon,295,295,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-04,2022-12-10,49,2022,Congenital syphilis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-04,2022-12-10,49,2022,Early syphilis,Oregon,29,29,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-04,2022-12-10,49,2022,Gonorrhea,Oregon,115,115,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-04,2022-12-10,49,2022,Hepatitis A,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-04,2022-12-10,49,2022,Hepatitis C (chronic),Oregon,69,69,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-04,2022-12-10,49,2022,HUS,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-04,2022-12-10,49,2022,Listeriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-04,2022-12-10,49,2022,Malaria,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-04,2022-12-10,49,2022,Measles,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-11,2022-12-17,50,2022,Campylobacteriosis,Oregon,15,15,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-11,2022-12-17,50,2022,Childhood lead poisoning,Oregon,,1 to 5,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-11,2022-12-17,50,2022,Chlamydia,Oregon,271,271,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-11,2022-12-17,50,2022,Congenital syphilis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-16,2022-10-22,42,2022,Coccidioidomycosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-16,2022-10-22,42,2022,Gonorrhea,Oregon,115,115,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-16,2022-10-22,42,2022,Hepatitis A,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-16,2022-10-22,42,2022,Listeriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-16,2022-10-22,42,2022,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-16,2022-10-22,42,2022,Pesticide Poisoning,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-16,2022-10-22,42,2022,Vibriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-16,2022-10-22,42,2022,Yersiniosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-23,2022-10-29,43,2022,Adult lead poisoning,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-23,2022-10-29,43,2022,Childhood lead poisoning,Oregon,,1 to 5,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-23,2022-10-29,43,2022,Haemophilus influenzae,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-23,2022-10-29,43,2022,Hepatitis B (chronic),Oregon,8,8,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-23,2022-10-29,43,2022,Hepatitis C (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-23,2022-10-29,43,2022,Legionellosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-23,2022-10-29,43,2022,Lyme disease,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-23,2022-10-29,43,2022,Meningococcal disease,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-23,2022-10-29,43,2022,West Nile virus,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-30,2022-11-05,44,2022,Coccidioidomycosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-30,2022-11-05,44,2022,CRE,Oregon,7,7,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-30,2022-11-05,44,2022,Cryptococcosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-30,2022-11-05,44,2022,E. coli (STEC),Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-30,2022-11-05,44,2022,Extrapulmonary NTM,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-30,2022-11-05,44,2022,Giardiasis,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-30,2022-11-05,44,2022,HIV,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-30,2022-11-05,44,2022,Salmonellosis,Oregon,10,10,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-10-30,2022-11-05,44,2022,Tuberculosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-06,2022-11-12,45,2022,Congenital syphilis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-06,2022-11-12,45,2022,Cryptosporidiosis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-06,2022-11-12,45,2022,Hepatitis B (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-06,2022-11-12,45,2022,Hepatitis B (chronic),Oregon,7,7,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-06,2022-11-12,45,2022,Hepatitis C (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-06,2022-11-12,45,2022,HUS,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-06,2022-11-12,45,2022,Legionellosis,Oregon,7,7,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-06,2022-11-12,45,2022,Listeriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-06,2022-11-12,45,2022,Meningococcal disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-06,2022-11-12,45,2022,Mpox,Oregon,8,8,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-06,2022-11-12,45,2022,Pertussis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-06,2022-11-12,45,2022,Shigellosis,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-06,2022-11-12,45,2022,West Nile virus,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-13,2022-11-19,46,2022,Campylobacteriosis,Oregon,20,20,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-13,2022-11-19,46,2022,Chlamydia,Oregon,363,363,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-13,2022-11-19,46,2022,E. coli (STEC),Oregon,8,8,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-13,2022-11-19,46,2022,Early syphilis,Oregon,42,42,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-13,2022-11-19,46,2022,Extrapulmonary NTM,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-13,2022-11-19,46,2022,Hepatitis C (chronic),Oregon,67,67,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-13,2022-11-19,46,2022,Malaria,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-13,2022-11-19,46,2022,Measles,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-20,2022-11-26,47,2022,Coccidioidomycosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-20,2022-11-26,47,2022,Congenital syphilis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-20,2022-11-26,47,2022,Cryptosporidiosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-20,2022-02-26,8,2022,Hepatitis C (acute),Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-20,2022-02-26,8,2022,Lyme disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-20,2022-02-26,8,2022,Meningococcal disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-20,2022-02-26,8,2022,Salmonellosis,Oregon,7,7,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-20,2022-02-26,8,2022,Shigellosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-20,2022-02-26,8,2022,Tuberculosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-20,2022-02-26,8,2022,West Nile virus,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-27,2022-03-05,9,2022,Adult lead poisoning,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-27,2022-03-05,9,2022,Cryptococcosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-27,2022-03-05,9,2022,E. coli (STEC),Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-27,2022-03-05,9,2022,Hepatitis B (chronic),Oregon,7,7,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-27,2022-03-05,9,2022,Hepatitis C (acute),Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-27,2022-03-05,9,2022,Lyme disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-27,2022-03-05,9,2022,Meningococcal disease,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-27,2022-03-05,9,2022,Salmonellosis,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-27,2022-03-05,9,2022,Shigellosis,Oregon,6,6,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-27,2022-03-05,9,2022,Tuberculosis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-02-27,2022-03-05,9,2022,West Nile virus,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-06,2022-03-12,10,2022,Campylobacteriosis,Oregon,13,13,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-06,2022-03-12,10,2022,Chlamydia,Oregon,311,311,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-06,2022-03-12,10,2022,Congenital syphilis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-06,2022-03-12,10,2022,E. coli (STEC),Oregon,6,6,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-06,2022-03-12,10,2022,Early syphilis,Oregon,30,30,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-06,2022-03-12,10,2022,Hepatitis C (chronic),Oregon,85,85,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-06,2022-03-12,10,2022,HUS,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-06,2022-03-12,10,2022,Listeriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-06,2022-03-12,10,2022,Malaria,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-06,2022-03-12,10,2022,Measles,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-06,2022-03-12,10,2022,Meningococcal disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-06,2022-03-12,10,2022,Shigellosis,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-13,2022-03-19,11,2022,Campylobacteriosis,Oregon,14,14,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-13,2022-03-19,11,2022,Chlamydia,Oregon,354,354,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-13,2022-03-19,11,2022,Congenital syphilis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-13,2022-03-19,11,2022,Early syphilis,Oregon,40,40,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-13,2022-03-19,11,2022,Gonorrhea,Oregon,109,109,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-13,2022-03-19,11,2022,Hepatitis A,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-13,2022-03-19,11,2022,Hepatitis C (chronic),Oregon,67,67,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-13,2022-03-19,11,2022,HUS,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-13,2022-03-19,11,2022,Listeriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-13,2022-03-19,11,2022,Malaria,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-13,2022-03-19,11,2022,Measles,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-13,2022-03-19,11,2022,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-13,2022-03-19,11,2022,Yersiniosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-20,2022-03-26,12,2022,Campylobacteriosis,Oregon,15,15,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-20,2022-03-26,12,2022,Childhood lead poisoning,Oregon,,1 to 5,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-20,2022-03-26,12,2022,Chlamydia,Oregon,320,320,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-20,2022-03-26,12,2022,Cryptosporidiosis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-20,2022-03-26,12,2022,Early syphilis,Oregon,42,42,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-20,2022-03-26,12,2022,Gonorrhea,Oregon,110,110,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-03-20,2022-03-26,12,2022,Hepatitis A,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-11,2022-12-17,50,2022,Early syphilis,Oregon,30,30,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-11,2022-12-17,50,2022,Gonorrhea,Oregon,94,94,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-11,2022-12-17,50,2022,Hepatitis A,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-11,2022-12-17,50,2022,Hepatitis C (chronic),Oregon,52,52,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-11,2022-12-17,50,2022,HUS,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-11,2022-12-17,50,2022,Listeriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-11,2022-12-17,50,2022,Malaria,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-11,2022-12-17,50,2022,Measles,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-11,2022-12-17,50,2022,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-11,2022-12-17,50,2022,Yersiniosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-18,2022-12-24,51,2022,Childhood lead poisoning,Oregon,,1 to 5,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-18,2022-12-24,51,2022,CRE,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-18,2022-12-24,51,2022,Giardiasis,Oregon,6,6,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-18,2022-12-24,51,2022,Gonorrhea,Oregon,91,91,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-18,2022-12-24,51,2022,Hepatitis A,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-18,2022-12-24,51,2022,Legionellosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-18,2022-12-24,51,2022,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-18,2022-12-24,51,2022,Yersiniosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-25,2022-12-31,52,2022,Childhood lead poisoning,Oregon,,1 to 5,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-25,2022-12-31,52,2022,CRE,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-25,2022-12-31,52,2022,Extrapulmonary NTM,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-25,2022-12-31,52,2022,Giardiasis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-25,2022-12-31,52,2022,Hepatitis B (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-25,2022-12-31,52,2022,HIV,Oregon,7,7,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-25,2022-12-31,52,2022,Legionellosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-25,2022-12-31,52,2022,Mpox,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-12-25,2022-12-31,52,2022,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-01,2023-01-07,1,2023,Childhood lead poisoning,Oregon,,1 to 5,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-01,2023-01-07,1,2023,CRE,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-01,2023-01-07,1,2023,Giardiasis,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-01,2023-01-07,1,2023,HIV,Oregon,7,7,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-01,2023-01-07,1,2023,Legionellosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-01,2023-01-07,1,2023,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-01,2023-01-07,1,2023,Yersiniosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-08,2023-01-14,2,2023,CRE,Oregon,7,7,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-08,2023-01-14,2,2023,Extrapulmonary NTM,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-08,2023-01-14,2,2023,Giardiasis,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-08,2023-01-14,2,2023,Hepatitis B (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-08,2023-01-14,2,2023,HIV,Oregon,6,6,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-08,2023-01-14,2,2023,Legionellosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-08,2023-01-14,2,2023,Mpox,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-08,2023-01-14,2,2023,Pertussis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-15,2023-01-21,3,2023,Cryptosporidiosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-15,2023-01-21,3,2023,Extrapulmonary NTM,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-15,2023-01-21,3,2023,Hepatitis B (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-15,2023-01-21,3,2023,HIV,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-15,2023-01-21,3,2023,Mpox,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-15,2023-01-21,3,2023,Pertussis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-15,2023-01-21,3,2023,Pesticide Poisoning,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-22,2023-01-28,4,2023,Cryptosporidiosis,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-22,2023-01-28,4,2023,Extrapulmonary NTM,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-01-22,2023-01-28,4,2023,Haemophilus influenzae,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-20,2022-11-26,47,2022,Gonorrhea,Oregon,91,91,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-20,2022-11-26,47,2022,Hepatitis A,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-20,2022-11-26,47,2022,HUS,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-20,2022-11-26,47,2022,Listeriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-20,2022-11-26,47,2022,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-20,2022-11-26,47,2022,Pesticide Poisoning,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-20,2022-11-26,47,2022,Vibriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-20,2022-11-26,47,2022,Yersiniosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-27,2022-12-03,48,2022,Adult lead poisoning,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2022-11-27,2022-12-03,48,2022,Campylobacteriosis,Oregon,19,19,2026-01-11,2026-01-17,2,2026,2026-01-21
