IndexNumber,FirstDateOfWeek,LastDateOfWeek,MMWRweek,MMWRyear,Disease,Cases
4931,2022-09-11,2022-09-17,37,2022,Mumps,0
4932,2022-09-11,2022-09-17,37,2022,Salmonellosis,10
4933,2022-09-11,2022-09-17,37,2022,Tuberculosis,1
4934,2022-09-11,2022-09-17,37,2022,Vibriosis,1
4935,2022-09-11,2022-09-17,37,2022,Yersiniosis,3
4936,2022-09-18,2022-09-24,38,2022,Adult lead poisoning,4
4937,2022-09-18,2022-09-24,38,2022,Childhood lead poisoning,3
4938,2022-09-18,2022-09-24,38,2022,Hepatitis B (chronic),9
4939,2022-09-18,2022-09-24,38,2022,Hepatitis C (acute),1
4940,2022-09-18,2022-09-24,38,2022,Legionellosis,1
4941,2022-09-18,2022-09-24,38,2022,Lyme disease,1
4942,2022-09-18,2022-09-24,38,2022,Meningococcal disease,1
4943,2022-09-18,2022-09-24,38,2022,Shigellosis,8
4944,2022-09-18,2022-09-24,38,2022,West Nile virus,0
4945,2022-09-25,2022-10-01,39,2022,CRE,6
4946,2022-09-25,2022-10-01,39,2022,Cryptococcosis,1
4947,2022-09-25,2022-10-01,39,2022,E. coli (STEC),11
4948,2022-09-25,2022-10-01,39,2022,Extrapulmonary NTM,0
4949,2022-09-25,2022-10-01,39,2022,Giardiasis,9
4950,2022-09-25,2022-10-01,39,2022,HIV,5
4951,2022-09-25,2022-10-01,39,2022,Salmonellosis,8
4952,2022-09-25,2022-10-01,39,2022,Tuberculosis,5
4953,2022-10-02,2022-10-08,40,2022,Congenital syphilis,0
4954,2022-10-02,2022-10-08,40,2022,Cryptosporidiosis,3
4955,2022-10-02,2022-10-08,40,2022,Hepatitis B (acute),0
4956,2022-10-02,2022-10-08,40,2022,HUS,0
4957,2022-10-02,2022-10-08,40,2022,Listeriosis,0
4958,2022-10-02,2022-10-08,40,2022,Meningococcal disease,0
4959,2022-10-02,2022-10-08,40,2022,Mpox,4
4960,2022-10-02,2022-10-08,40,2022,Pertussis,0
4961,2022-10-02,2022-10-08,40,2022,Pesticide Poisoning,1
4962,2022-10-02,2022-10-08,40,2022,Shigellosis,2
4963,2022-10-09,2022-10-15,41,2022,Campylobacteriosis,20
4964,2022-10-09,2022-10-15,41,2022,Chlamydia,298
4965,2022-10-09,2022-10-15,41,2022,Early syphilis,42
4966,2022-10-09,2022-10-15,41,2022,Extrapulmonary NTM,1
4967,2022-10-09,2022-10-15,41,2022,Haemophilus influenzae,1
4968,2022-10-09,2022-10-15,41,2022,Hepatitis C (chronic),60
4969,2022-10-09,2022-10-15,41,2022,Malaria,0
4970,2022-10-09,2022-10-15,41,2022,Measles,0
4971,2022-09-25,2022-10-01,39,2022,Gonorrhea,124
4972,2022-09-25,2022-10-01,39,2022,Hepatitis A,0
4973,2022-09-25,2022-10-01,39,2022,Hepatitis C (chronic),65
4974,2022-09-25,2022-10-01,39,2022,HUS,0
4975,2022-09-25,2022-10-01,39,2022,Listeriosis,0
4976,2022-09-25,2022-10-01,39,2022,Malaria,1
4977,2022-09-25,2022-10-01,39,2022,Measles,0
4978,2022-09-25,2022-10-01,39,2022,Mumps,0
4979,2022-09-25,2022-10-01,39,2022,Yersiniosis,1
4980,2022-10-02,2022-10-08,40,2022,Childhood lead poisoning,3
4981,2022-10-02,2022-10-08,40,2022,CRE,2
4982,2022-10-02,2022-10-08,40,2022,Giardiasis,5
4983,2022-10-02,2022-10-08,40,2022,Gonorrhea,109
4984,2022-10-02,2022-10-08,40,2022,Hepatitis A,0
4985,2022-10-02,2022-10-08,40,2022,Legionellosis,0
4986,2022-10-02,2022-10-08,40,2022,Mumps,0
4987,2022-10-02,2022-10-08,40,2022,Yersiniosis,1
4988,2022-10-09,2022-10-15,41,2022,Childhood lead poisoning,0
4989,2022-10-09,2022-10-15,41,2022,CRE,3
4990,2022-10-09,2022-10-15,41,2022,Giardiasis,8
4991,2022-10-09,2022-10-15,41,2022,HIV,3
4992,2022-10-09,2022-10-15,41,2022,Legionellosis,0
4993,2022-10-09,2022-10-15,41,2022,Mumps,0
4994,2022-10-16,2022-10-22,42,2022,CRE,5
4995,2022-10-16,2022-10-22,42,2022,Cryptosporidiosis,1
4996,2022-10-16,2022-10-22,42,2022,Extrapulmonary NTM,1
4997,2022-10-16,2022-10-22,42,2022,Giardiasis,7
4998,2022-10-16,2022-10-22,42,2022,Hepatitis B (acute),0
4999,2022-10-16,2022-10-22,42,2022,HIV,8
5000,2022-10-16,2022-10-22,42,2022,Legionellosis,2
5001,2022-10-16,2022-10-22,42,2022,Mpox,2
5002,2022-10-16,2022-10-22,42,2022,Pertussis,0
5003,2022-10-23,2022-10-29,43,2022,Cryptosporidiosis,3
5004,2022-10-23,2022-10-29,43,2022,Extrapulmonary NTM,0
5005,2022-10-23,2022-10-29,43,2022,Hepatitis B (acute),0
5006,2022-10-23,2022-10-29,43,2022,HIV,6
5007,2022-10-23,2022-10-29,43,2022,Mpox,1
5008,2022-10-23,2022-10-29,43,2022,Pertussis,0
5009,2022-10-23,2022-10-29,43,2022,Pesticide Poisoning,1
5010,2022-10-23,2022-10-29,43,2022,Vibriosis,0
5011,2022-10-30,2022-11-05,44,2022,Cryptosporidiosis,3
5012,2022-10-30,2022-11-05,44,2022,Haemophilus influenzae,4
5013,2022-10-30,2022-11-05,44,2022,Pesticide Poisoning,2
5014,2022-10-30,2022-11-05,44,2022,Vibriosis,0
5015,2022-11-06,2022-11-12,45,2022,Adult lead poisoning,4
5016,2022-11-06,2022-11-12,45,2022,Coccidioidomycosis,0
5017,2022-11-06,2022-11-12,45,2022,Haemophilus influenzae,1
5018,2022-11-06,2022-11-12,45,2022,Lyme disease,0
5019,2022-11-06,2022-11-12,45,2022,Pesticide Poisoning,0
5020,2022-11-06,2022-11-12,45,2022,Tuberculosis,1
5021,2022-11-06,2022-11-12,45,2022,Vibriosis,0
5022,2022-11-13,2022-11-19,46,2022,Adult lead poisoning,3
5023,2022-08-07,2022-08-13,32,2022,Hepatitis C (acute),0
5024,2022-08-07,2022-08-13,32,2022,Legionellosis,3
5025,2022-08-07,2022-08-13,32,2022,Lyme disease,3
5026,2022-08-07,2022-08-13,32,2022,West Nile virus,0
5027,2022-08-14,2022-08-20,33,2022,Coccidioidomycosis,2
5028,2022-08-14,2022-08-20,33,2022,CRE,1
5029,2022-08-14,2022-08-20,33,2022,Cryptococcosis,2
5030,2022-08-14,2022-08-20,33,2022,E. coli (STEC),6
5031,2022-08-14,2022-08-20,33,2022,Extrapulmonary NTM,1
5032,2022-08-14,2022-08-20,33,2022,Giardiasis,10
5033,2022-08-14,2022-08-20,33,2022,HIV,6
5034,2022-08-14,2022-08-20,33,2022,Salmonellosis,16
5035,2022-08-14,2022-08-20,33,2022,Tuberculosis,4
5036,2022-08-21,2022-08-27,34,2022,Congenital syphilis,1
5037,2022-08-21,2022-08-27,34,2022,Cryptosporidiosis,3
5038,2022-08-21,2022-08-27,34,2022,Hepatitis B (acute),0
5039,2022-08-21,2022-08-27,34,2022,Hepatitis B (chronic),3
5040,2022-08-21,2022-08-27,34,2022,Hepatitis C (acute),0
5041,2022-08-21,2022-08-27,34,2022,HUS,0
5042,2022-08-21,2022-08-27,34,2022,Legionellosis,2
5043,2022-08-21,2022-08-27,34,2022,Lyme disease,0
5044,2022-08-21,2022-08-27,34,2022,Meningococcal disease,0
5045,2022-08-21,2022-08-27,34,2022,Mpox,13
5046,2022-08-21,2022-08-27,34,2022,Pertussis,1
5047,2022-08-21,2022-08-27,34,2022,Shigellosis,4
5048,2022-08-21,2022-08-27,34,2022,West Nile virus,1
5049,2022-08-28,2022-09-03,35,2022,Campylobacteriosis,25
5050,2022-08-28,2022-09-03,35,2022,Chlamydia,344
5051,2022-08-28,2022-09-03,35,2022,E. coli (STEC),7
5052,2022-08-28,2022-09-03,35,2022,Early syphilis,30
5053,2022-08-28,2022-09-03,35,2022,Extrapulmonary NTM,1
5054,2022-08-28,2022-09-03,35,2022,Hepatitis C (chronic),71
5055,2022-08-28,2022-09-03,35,2022,Malaria,0
5056,2022-08-28,2022-09-03,35,2022,Measles,0
5057,2022-09-04,2022-09-10,36,2022,Coccidioidomycosis,0
5058,2022-09-04,2022-09-10,36,2022,Congenital syphilis,0
5059,2022-09-04,2022-09-10,36,2022,Cryptosporidiosis,5
5060,2022-09-04,2022-09-10,36,2022,Gonorrhea,102
5061,2022-09-04,2022-09-10,36,2022,Hepatitis A,0
5062,2022-09-04,2022-09-10,36,2022,HUS,0
5063,2022-09-04,2022-09-10,36,2022,Listeriosis,0
5064,2022-09-04,2022-09-10,36,2022,Mumps,0
5065,2022-09-04,2022-09-10,36,2022,Pesticide Poisoning,2
5066,2022-09-04,2022-09-10,36,2022,Vibriosis,1
5067,2022-09-04,2022-09-10,36,2022,Yersiniosis,0
5068,2022-09-11,2022-09-17,37,2022,Adult lead poisoning,3
5069,2022-09-11,2022-09-17,37,2022,Campylobacteriosis,24
5070,2022-09-11,2022-09-17,37,2022,Childhood lead poisoning,3
5071,2022-09-11,2022-09-17,37,2022,Chlamydia,326
5072,2022-09-11,2022-09-17,37,2022,Haemophilus influenzae,0
5073,2022-01-02,2022-01-08,1,2022,Measles,0
5074,2022-01-02,2022-01-08,1,2022,Mumps,0
5075,2022-01-02,2022-01-08,1,2022,Yersiniosis,0
5076,2022-01-09,2022-01-15,2,2022,Childhood lead poisoning,3
5077,2022-01-09,2022-01-15,2,2022,CRE,5
5078,2022-01-09,2022-01-15,2,2022,Cryptosporidiosis,0
5079,2022-01-09,2022-01-15,2,2022,Giardiasis,7
5080,2022-01-09,2022-01-15,2,2022,Gonorrhea,110
5081,2022-01-09,2022-01-15,2,2022,Hepatitis A,0
5082,2022-01-09,2022-01-15,2,2022,Legionellosis,1
5083,2022-01-09,2022-01-15,2,2022,Mumps,0
5084,2022-01-09,2022-01-15,2,2022,Yersiniosis,2
5085,2022-01-16,2022-01-22,3,2022,CRE,4
5086,2022-01-16,2022-01-22,3,2022,Cryptosporidiosis,6
5087,2022-01-16,2022-01-22,3,2022,Extrapulmonary NTM,1
5088,2022-01-16,2022-01-22,3,2022,Giardiasis,8
5089,2022-01-16,2022-01-22,3,2022,Hepatitis B (acute),0
5090,2022-01-16,2022-01-22,3,2022,HIV,7
5091,2022-01-16,2022-01-22,3,2022,Legionellosis,0
5092,2022-01-16,2022-01-22,3,2022,Mpox,0
5093,2022-01-16,2022-01-22,3,2022,Pertussis,0
5094,2022-01-23,2022-01-29,4,2022,Extrapulmonary NTM,0
5095,2022-01-23,2022-01-29,4,2022,Hepatitis B (acute),0
5096,2022-01-23,2022-01-29,4,2022,HIV,2
5097,2022-01-23,2022-01-29,4,2022,Legionellosis,0
5098,2022-01-23,2022-01-29,4,2022,Mpox,0
5099,2022-01-23,2022-01-29,4,2022,Pertussis,0
5100,2022-01-30,2022-02-05,5,2022,Extrapulmonary NTM,2
5101,2022-01-30,2022-02-05,5,2022,Hepatitis B (acute),1
5102,2022-01-30,2022-02-05,5,2022,Mpox,0
5103,2022-01-30,2022-02-05,5,2022,Pertussis,0
5104,2022-01-30,2022-02-05,5,2022,Pesticide Poisoning,0
5105,2022-01-30,2022-02-05,5,2022,Vibriosis,0
5106,2022-02-06,2022-02-12,6,2022,Coccidioidomycosis,0
5107,2022-02-06,2022-02-12,6,2022,Haemophilus influenzae,1
5108,2022-02-06,2022-02-12,6,2022,Pesticide Poisoning,0
5109,2022-02-06,2022-02-12,6,2022,Vibriosis,0
5110,2022-02-13,2022-02-19,7,2022,Adult lead poisoning,1
5111,2022-02-13,2022-02-19,7,2022,Coccidioidomycosis,1
5112,2022-02-13,2022-02-19,7,2022,Cryptococcosis,1
5113,2022-02-13,2022-02-19,7,2022,Haemophilus influenzae,0
5114,2022-02-13,2022-02-19,7,2022,Lyme disease,0
5115,2022-02-13,2022-02-19,7,2022,Salmonellosis,6
5116,2022-02-13,2022-02-19,7,2022,Tuberculosis,1
5117,2022-02-13,2022-02-19,7,2022,Vibriosis,0
5118,2022-02-13,2022-02-19,7,2022,West Nile virus,0
5119,2022-02-20,2022-02-26,8,2022,Adult lead poisoning,0
5120,2022-02-20,2022-02-26,8,2022,Coccidioidomycosis,0
5121,2022-02-20,2022-02-26,8,2022,Cryptococcosis,0
5122,2022-02-20,2022-02-26,8,2022,E. coli (STEC),3
5123,2022-02-20,2022-02-26,8,2022,Hepatitis B (chronic),3
5124,2022-11-13,2022-11-19,46,2022,Coccidioidomycosis,3
5125,2022-11-13,2022-11-19,46,2022,Cryptococcosis,3
5126,2022-11-13,2022-11-19,46,2022,Haemophilus influenzae,4
5127,2022-11-13,2022-11-19,46,2022,Hepatitis B (chronic),3
5128,2022-11-13,2022-11-19,46,2022,Hepatitis C (acute),1
5129,2022-11-13,2022-11-19,46,2022,Lyme disease,0
5130,2022-11-13,2022-11-19,46,2022,Meningococcal disease,0
5131,2022-11-13,2022-11-19,46,2022,Salmonellosis,9
5132,2022-11-13,2022-11-19,46,2022,Shigellosis,4
5133,2022-11-13,2022-11-19,46,2022,Tuberculosis,1
5134,2022-11-13,2022-11-19,46,2022,West Nile virus,0
5135,2022-11-20,2022-11-26,47,2022,Adult lead poisoning,0
5136,2022-11-20,2022-11-26,47,2022,Cryptococcosis,2
5137,2022-11-20,2022-11-26,47,2022,E. coli (STEC),7
5138,2022-11-20,2022-11-26,47,2022,Hepatitis B (chronic),8
5139,2022-11-20,2022-11-26,47,2022,Hepatitis C (acute),0
5140,2022-11-20,2022-11-26,47,2022,Lyme disease,1
5141,2022-11-20,2022-11-26,47,2022,Meningococcal disease,0
5142,2022-11-20,2022-11-26,47,2022,Salmonellosis,12
5143,2022-11-20,2022-11-26,47,2022,Shigellosis,3
5144,2022-11-20,2022-11-26,47,2022,Tuberculosis,1
5145,2022-11-20,2022-11-26,47,2022,West Nile virus,0
5146,2022-11-27,2022-12-03,48,2022,Chlamydia,255
5147,2022-11-27,2022-12-03,48,2022,Congenital syphilis,1
5148,2022-11-27,2022-12-03,48,2022,E. coli (STEC),3
5149,2022-11-27,2022-12-03,48,2022,Early syphilis,27
5150,2022-11-27,2022-12-03,48,2022,Hepatitis B (chronic),5
5151,2022-11-27,2022-12-03,48,2022,Hepatitis C (acute),0
5152,2022-11-27,2022-12-03,48,2022,Hepatitis C (chronic),46
5153,2022-11-27,2022-12-03,48,2022,HUS,0
5154,2022-11-27,2022-12-03,48,2022,Listeriosis,0
5155,2022-11-27,2022-12-03,48,2022,Malaria,2
5156,2022-11-27,2022-12-03,48,2022,Measles,0
5157,2022-11-27,2022-12-03,48,2022,Meningococcal disease,0
5158,2022-11-27,2022-12-03,48,2022,Shigellosis,2
5159,2022-12-04,2022-12-10,49,2022,Campylobacteriosis,25
5160,2022-12-04,2022-12-10,49,2022,Chlamydia,295
5161,2022-12-04,2022-12-10,49,2022,Congenital syphilis,0
5162,2022-12-04,2022-12-10,49,2022,Early syphilis,29
5163,2022-12-04,2022-12-10,49,2022,Gonorrhea,115
5164,2022-12-04,2022-12-10,49,2022,Hepatitis A,1
5165,2022-12-04,2022-12-10,49,2022,Hepatitis C (chronic),69
5166,2022-12-04,2022-12-10,49,2022,HUS,0
5167,2022-12-04,2022-12-10,49,2022,Listeriosis,0
5168,2022-12-04,2022-12-10,49,2022,Malaria,0
5169,2022-12-04,2022-12-10,49,2022,Measles,0
5170,2022-12-11,2022-12-17,50,2022,Campylobacteriosis,15
5171,2022-12-11,2022-12-17,50,2022,Childhood lead poisoning,3
5172,2022-12-11,2022-12-17,50,2022,Chlamydia,271
5173,2022-12-11,2022-12-17,50,2022,Congenital syphilis,1
5174,2022-10-16,2022-10-22,42,2022,Coccidioidomycosis,0
5175,2022-10-16,2022-10-22,42,2022,Gonorrhea,115
5176,2022-10-16,2022-10-22,42,2022,Hepatitis A,1
5177,2022-10-16,2022-10-22,42,2022,Listeriosis,0
5178,2022-10-16,2022-10-22,42,2022,Mumps,0
5179,2022-10-16,2022-10-22,42,2022,Pesticide Poisoning,3
5180,2022-10-16,2022-10-22,42,2022,Vibriosis,0
5181,2022-10-16,2022-10-22,42,2022,Yersiniosis,0
5182,2022-10-23,2022-10-29,43,2022,Adult lead poisoning,2
5183,2022-10-23,2022-10-29,43,2022,Childhood lead poisoning,3
5184,2022-10-23,2022-10-29,43,2022,Haemophilus influenzae,2
5185,2022-10-23,2022-10-29,43,2022,Hepatitis B (chronic),8
5186,2022-10-23,2022-10-29,43,2022,Hepatitis C (acute),0
5187,2022-10-23,2022-10-29,43,2022,Legionellosis,2
5188,2022-10-23,2022-10-29,43,2022,Lyme disease,1
5189,2022-10-23,2022-10-29,43,2022,Meningococcal disease,1
5190,2022-10-23,2022-10-29,43,2022,West Nile virus,1
5191,2022-10-30,2022-11-05,44,2022,Coccidioidomycosis,1
5192,2022-10-30,2022-11-05,44,2022,CRE,7
5193,2022-10-30,2022-11-05,44,2022,Cryptococcosis,2
5194,2022-10-30,2022-11-05,44,2022,E. coli (STEC),5
5195,2022-10-30,2022-11-05,44,2022,Extrapulmonary NTM,0
5196,2022-10-30,2022-11-05,44,2022,Giardiasis,4
5197,2022-10-30,2022-11-05,44,2022,HIV,5
5198,2022-10-30,2022-11-05,44,2022,Salmonellosis,10
5199,2022-10-30,2022-11-05,44,2022,Tuberculosis,0
5200,2022-11-06,2022-11-12,45,2022,Congenital syphilis,1
5201,2022-11-06,2022-11-12,45,2022,Cryptosporidiosis,3
5202,2022-11-06,2022-11-12,45,2022,Hepatitis B (acute),0
5203,2022-11-06,2022-11-12,45,2022,Hepatitis B (chronic),7
5204,2022-11-06,2022-11-12,45,2022,Hepatitis C (acute),0
5205,2022-11-06,2022-11-12,45,2022,HUS,1
5206,2022-11-06,2022-11-12,45,2022,Legionellosis,7
5207,2022-11-06,2022-11-12,45,2022,Listeriosis,0
5208,2022-11-06,2022-11-12,45,2022,Meningococcal disease,0
5209,2022-11-06,2022-11-12,45,2022,Mpox,8
5210,2022-11-06,2022-11-12,45,2022,Pertussis,0
5211,2022-11-06,2022-11-12,45,2022,Shigellosis,5
5212,2022-11-06,2022-11-12,45,2022,West Nile virus,0
5213,2022-11-13,2022-11-19,46,2022,Campylobacteriosis,20
5214,2022-11-13,2022-11-19,46,2022,Chlamydia,363
5215,2022-11-13,2022-11-19,46,2022,E. coli (STEC),8
5216,2022-11-13,2022-11-19,46,2022,Early syphilis,42
5217,2022-11-13,2022-11-19,46,2022,Extrapulmonary NTM,0
5218,2022-11-13,2022-11-19,46,2022,Hepatitis C (chronic),67
5219,2022-11-13,2022-11-19,46,2022,Malaria,0
5220,2022-11-13,2022-11-19,46,2022,Measles,0
5221,2022-11-20,2022-11-26,47,2022,Coccidioidomycosis,0
5222,2022-11-20,2022-11-26,47,2022,Congenital syphilis,1
5223,2022-11-20,2022-11-26,47,2022,Cryptosporidiosis,2
5224,2022-02-20,2022-02-26,8,2022,Hepatitis C (acute),1
5225,2022-02-20,2022-02-26,8,2022,Lyme disease,0
5226,2022-02-20,2022-02-26,8,2022,Meningococcal disease,0
5227,2022-02-20,2022-02-26,8,2022,Salmonellosis,7
5228,2022-02-20,2022-02-26,8,2022,Shigellosis,2
5229,2022-02-20,2022-02-26,8,2022,Tuberculosis,1
5230,2022-02-20,2022-02-26,8,2022,West Nile virus,0
5231,2022-02-27,2022-03-05,9,2022,Adult lead poisoning,1
5232,2022-02-27,2022-03-05,9,2022,Cryptococcosis,1
5233,2022-02-27,2022-03-05,9,2022,E. coli (STEC),2
5234,2022-02-27,2022-03-05,9,2022,Hepatitis B (chronic),7
5235,2022-02-27,2022-03-05,9,2022,Hepatitis C (acute),1
5236,2022-02-27,2022-03-05,9,2022,Lyme disease,0
5237,2022-02-27,2022-03-05,9,2022,Meningococcal disease,1
5238,2022-02-27,2022-03-05,9,2022,Salmonellosis,4
5239,2022-02-27,2022-03-05,9,2022,Shigellosis,6
5240,2022-02-27,2022-03-05,9,2022,Tuberculosis,3
5241,2022-02-27,2022-03-05,9,2022,West Nile virus,0
5242,2022-03-06,2022-03-12,10,2022,Campylobacteriosis,13
5243,2022-03-06,2022-03-12,10,2022,Chlamydia,311
5244,2022-03-06,2022-03-12,10,2022,Congenital syphilis,1
5245,2022-03-06,2022-03-12,10,2022,E. coli (STEC),6
5246,2022-03-06,2022-03-12,10,2022,Early syphilis,30
5247,2022-03-06,2022-03-12,10,2022,Hepatitis C (chronic),85
5248,2022-03-06,2022-03-12,10,2022,HUS,0
5249,2022-03-06,2022-03-12,10,2022,Listeriosis,0
5250,2022-03-06,2022-03-12,10,2022,Malaria,0
5251,2022-03-06,2022-03-12,10,2022,Measles,0
5252,2022-03-06,2022-03-12,10,2022,Meningococcal disease,0
5253,2022-03-06,2022-03-12,10,2022,Shigellosis,5
5254,2022-03-13,2022-03-19,11,2022,Campylobacteriosis,14
5255,2022-03-13,2022-03-19,11,2022,Chlamydia,354
5256,2022-03-13,2022-03-19,11,2022,Congenital syphilis,0
5257,2022-03-13,2022-03-19,11,2022,Early syphilis,40
5258,2022-03-13,2022-03-19,11,2022,Gonorrhea,109
5259,2022-03-13,2022-03-19,11,2022,Hepatitis A,0
5260,2022-03-13,2022-03-19,11,2022,Hepatitis C (chronic),67
5261,2022-03-13,2022-03-19,11,2022,HUS,0
5262,2022-03-13,2022-03-19,11,2022,Listeriosis,0
5263,2022-03-13,2022-03-19,11,2022,Malaria,0
5264,2022-03-13,2022-03-19,11,2022,Measles,0
5265,2022-03-13,2022-03-19,11,2022,Mumps,0
5266,2022-03-13,2022-03-19,11,2022,Yersiniosis,0
5267,2022-03-20,2022-03-26,12,2022,Campylobacteriosis,15
5268,2022-03-20,2022-03-26,12,2022,Childhood lead poisoning,3
5269,2022-03-20,2022-03-26,12,2022,Chlamydia,320
5270,2022-03-20,2022-03-26,12,2022,Cryptosporidiosis,3
5271,2022-03-20,2022-03-26,12,2022,Early syphilis,42
5272,2022-03-20,2022-03-26,12,2022,Gonorrhea,110
5273,2022-03-20,2022-03-26,12,2022,Hepatitis A,0
5274,2022-12-11,2022-12-17,50,2022,Early syphilis,30
5275,2022-12-11,2022-12-17,50,2022,Gonorrhea,94
5276,2022-12-11,2022-12-17,50,2022,Hepatitis A,0
5277,2022-12-11,2022-12-17,50,2022,Hepatitis C (chronic),52
5278,2022-12-11,2022-12-17,50,2022,HUS,0
5279,2022-12-11,2022-12-17,50,2022,Listeriosis,0
5280,2022-12-11,2022-12-17,50,2022,Malaria,0
5281,2022-12-11,2022-12-17,50,2022,Measles,0
5282,2022-12-11,2022-12-17,50,2022,Mumps,0
5283,2022-12-11,2022-12-17,50,2022,Yersiniosis,1
5284,2022-12-18,2022-12-24,51,2022,Childhood lead poisoning,3
5285,2022-12-18,2022-12-24,51,2022,CRE,3
5286,2022-12-18,2022-12-24,51,2022,Giardiasis,6
5287,2022-12-18,2022-12-24,51,2022,Gonorrhea,91
5288,2022-12-18,2022-12-24,51,2022,Hepatitis A,0
5289,2022-12-18,2022-12-24,51,2022,Legionellosis,0
5290,2022-12-18,2022-12-24,51,2022,Mumps,0
5291,2022-12-18,2022-12-24,51,2022,Yersiniosis,2
5292,2022-12-25,2022-12-31,52,2022,Childhood lead poisoning,3
5293,2022-12-25,2022-12-31,52,2022,CRE,4
5294,2022-12-25,2022-12-31,52,2022,Extrapulmonary NTM,0
5295,2022-12-25,2022-12-31,52,2022,Giardiasis,3
5296,2022-12-25,2022-12-31,52,2022,Hepatitis B (acute),0
5297,2022-12-25,2022-12-31,52,2022,HIV,7
5298,2022-12-25,2022-12-31,52,2022,Legionellosis,1
5299,2022-12-25,2022-12-31,52,2022,Mpox,0
5300,2022-12-25,2022-12-31,52,2022,Mumps,0
5301,2023-01-01,2023-01-07,1,2023,Childhood lead poisoning,3
5302,2023-01-01,2023-01-07,1,2023,CRE,4
5303,2023-01-01,2023-01-07,1,2023,Giardiasis,5
5304,2023-01-01,2023-01-07,1,2023,HIV,7
5305,2023-01-01,2023-01-07,1,2023,Legionellosis,0
5306,2023-01-01,2023-01-07,1,2023,Mumps,0
5307,2023-01-01,2023-01-07,1,2023,Yersiniosis,1
5308,2023-01-08,2023-01-14,2,2023,CRE,7
5309,2023-01-08,2023-01-14,2,2023,Extrapulmonary NTM,1
5310,2023-01-08,2023-01-14,2,2023,Giardiasis,5
5311,2023-01-08,2023-01-14,2,2023,Hepatitis B (acute),0
5312,2023-01-08,2023-01-14,2,2023,HIV,6
5313,2023-01-08,2023-01-14,2,2023,Legionellosis,2
5314,2023-01-08,2023-01-14,2,2023,Mpox,2
5315,2023-01-08,2023-01-14,2,2023,Pertussis,1
5316,2023-01-15,2023-01-21,3,2023,Cryptosporidiosis,1
5317,2023-01-15,2023-01-21,3,2023,Extrapulmonary NTM,2
5318,2023-01-15,2023-01-21,3,2023,Hepatitis B (acute),0
5319,2023-01-15,2023-01-21,3,2023,HIV,4
5320,2023-01-15,2023-01-21,3,2023,Mpox,1
5321,2023-01-15,2023-01-21,3,2023,Pertussis,0
5322,2023-01-15,2023-01-21,3,2023,Pesticide Poisoning,1
5323,2023-01-22,2023-01-28,4,2023,Cryptosporidiosis,5
5324,2023-01-22,2023-01-28,4,2023,Extrapulmonary NTM,1
5325,2023-01-22,2023-01-28,4,2023,Haemophilus influenzae,1
5326,2022-11-20,2022-11-26,47,2022,Gonorrhea,91
5327,2022-11-20,2022-11-26,47,2022,Hepatitis A,0
5328,2022-11-20,2022-11-26,47,2022,HUS,2
5329,2022-11-20,2022-11-26,47,2022,Listeriosis,0
5330,2022-11-20,2022-11-26,47,2022,Mumps,0
5331,2022-11-20,2022-11-26,47,2022,Pesticide Poisoning,0
5332,2022-11-20,2022-11-26,47,2022,Vibriosis,0
5333,2022-11-20,2022-11-26,47,2022,Yersiniosis,2
5334,2022-11-27,2022-12-03,48,2022,Adult lead poisoning,1
5335,2022-11-27,2022-12-03,48,2022,Campylobacteriosis,19
5336,2022-11-27,2022-12-03,48,2022,Childhood lead poisoning,3
5337,2022-11-27,2022-12-03,48,2022,Haemophilus influenzae,1
5338,2022-11-27,2022-12-03,48,2022,Legionellosis,1
5339,2022-11-27,2022-12-03,48,2022,Lyme disease,0
5340,2022-11-27,2022-12-03,48,2022,West Nile virus,0
5341,2022-12-04,2022-12-10,49,2022,Coccidioidomycosis,0
5342,2022-12-04,2022-12-10,49,2022,CRE,4
5343,2022-12-04,2022-12-10,49,2022,Cryptococcosis,1
5344,2022-12-04,2022-12-10,49,2022,E. coli (STEC),3
5345,2022-12-04,2022-12-10,49,2022,Giardiasis,4
5346,2022-12-04,2022-12-10,49,2022,HIV,3
5347,2022-12-04,2022-12-10,49,2022,Mumps,0
5348,2022-12-04,2022-12-10,49,2022,Salmonellosis,6
5349,2022-12-04,2022-12-10,49,2022,Tuberculosis,1
5350,2022-12-04,2022-12-10,49,2022,Yersiniosis,2
5351,2022-12-11,2022-12-17,50,2022,Adult lead poisoning,0
5352,2022-12-11,2022-12-17,50,2022,Cryptosporidiosis,1
5353,2022-12-11,2022-12-17,50,2022,Hepatitis B (acute),2
5354,2022-12-11,2022-12-17,50,2022,Hepatitis B (chronic),6
5355,2022-12-11,2022-12-17,50,2022,Hepatitis C (acute),0
5356,2022-12-11,2022-12-17,50,2022,Legionellosis,1
5357,2022-12-11,2022-12-17,50,2022,Lyme disease,0
5358,2022-12-11,2022-12-17,50,2022,Meningococcal disease,0
5359,2022-12-11,2022-12-17,50,2022,Mpox,1
5360,2022-12-11,2022-12-17,50,2022,Pertussis,0
5361,2022-12-11,2022-12-17,50,2022,Shigellosis,5
5362,2022-12-11,2022-12-17,50,2022,West Nile virus,0
5363,2022-12-18,2022-12-24,51,2022,Campylobacteriosis,15
5364,2022-12-18,2022-12-24,51,2022,Chlamydia,219
